,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107
27,-2310.52825604619,11693.5803239125,-3488.69057432241,5110.9518192395,1877.1318880349,16925.5635469134,5286.26237219904,8905.57701394349,2174.02879224045,5808.423911659,7762.2883002883,5790.51584442121,7240.1267608283,4905.48031093206,3193.8460949404,18266.7835300392,7410.72466451468,10101.6473994576,8006.40353263516,-8163.63865324247,-664.871129877896,9542.7271956673,3926.1917919809,7636.93182962372,11423.0742556363,-6804.51060287895,2046.78726186667,-8115.56963065689,-7958.16714493503,13484.3870476924,4901.71019151364,-2632.87346632651,648.072957609098,-16129.900984499,-6866.71757328393,6491.75805625922,6904.58613258317,-6579.24596762456,-1220.96374410431,3433.24867801404,-8704.6507897949,4014.78959831529,13717.1919217837,13349.6052784814,7462.56380651887,-2347.28692037635,5550.17073149282,-10413.4574162228,-11761.2751083308,10916.9357237047,-8488.81145308671,-103.123336523811,5372.03258896945,17284.6674215241,-1616.82628304519,665.038494992272,-1635.67688013753,4235.3415842966,1758.37312635266,1644.32701394355,4896.05501238591,2042.07461259353,-8846.03026798805,850.716876352589,5307.94055885525,-13242.932039795,194.716097536384,-9557.64030822695,-8766.85776019988,-3151.26488636807,2486.00617412001,214.509224483423,6371.11423486772,8612.45022915644,-1027.745123907,-8938.39819374092,-2107.8843373027,-3767.6794112902,-10313.5492516329,-3696.04714233898,3542.58214115012,-2608.36769010639,-5288.92259664845,-21278.9415802935,-16007.3721033983,-5516.07229161218,2760.28236181478,-1508.4353497637,2779.13295890718,2331.43127796219,-8030.74194374091,-24452.4396008023,2631.15577173173,3937.50215023629,-11682.1026005427,-5962.83144270253,-7706.51167375128,-1266.20517712606,-5022.18664779073,-8430.37460210028,2148.58048616574,-5878.9462856412,-7892.19005511153,-15741.5786843952,4609.52593658115,2168.37361311278,-1056.9635494002
28,9161.31016393074,-46365.3781311116,13832.7572206545,-20265.0691357842,-7442.88125448868,-67110.3402206104,-20960.1804578249,-35310.86581608,-8620.08591278285,-23030.5657933646,-30777.6935922354,-22959.5597981025,-28707.3082566955,-19450.3687690914,-12663.6904850831,-72428.3155499852,-29383.7337905091,-40053.3188680664,-31745.6174223887,32369.0591417346,2636.23291509866,-37837.1843843563,-15567.4619755427,-30280.6516254001,-45292.8138868881,26980.0778170977,-8115.56963065689,32178.4641018206,31554.3587750417,-53465.9776573321,-19435.4201385101,10439.4180786501,-2569.62768491423,63955.5155604782,27226.7302216927,-25740.0050862645,-27376.8801349403,26086.8971398522,4841.15592587245,-13612.9285270091,34514.1876301821,-15918.7547942084,-54389.0555957403,-52931.5641140423,-29589.2774610051,9307.05931210029,-22006.5845985306,41289.6544412546,46633.7898741467,-43285.960231319,33658.3785293903,408.886958452824,-21300.261803554,-68534.1972835001,6410.76213693191,-2636.89652253103,6485.50528983918,-16793.2496832271,-6971.99939117091,-6519.8033160802,-19412.9971926378,-8096.88384242986,35074.7612769889,-3373.11657867064,-21046.1350836683,52508.6016926826,-772.054857486814,37896.3152992504,34760.8400347771,12494.8547836087,-9857.08509340338,-850.535168039769,-25261.6489076559,-34148.6097883674,4075.03860856968,35441.0027262361,8357.82127017432,14938.9558836866,40893.5157308441,14654.9319026377,-14046.4388138732,10342.2519798704,20970.7283233284,84371.6077771842,63469.6850665793,21871.383315865,-10944.5979682089,5980.989007713,-11019.3411211164,-9244.1912395613,31842.1199137361,96954.6175691754,-10432.6073707921,-15612.307867287,46319.8686319349,23642.7960397747,30556.5376837256,5020.53949285042,19913.1127096861,33426.6747553771,-8519.18265635785,23310.1890093357,31292.757739865,62415.8066105822,-18276.9012684426,-8597.66296691081,4190.89049557626
29,8983.62541006893,-45466.1158363613,13564.4691681815,-19872.0255910344,-7298.52564376683,-65808.7267973874,-20553.6551422417,-34626.0071671632,-8452.89827081099,-22583.8850958369,-30180.7563842909,-22514.2562707137,-28150.5264306955,-19073.1264396193,-12418.0766278334,-71023.5593316233,-28813.8326068702,-39276.4797503995,-31129.907210972,31741.2572003723,2585.10284873698,-37103.3274715506,-15265.5291078762,-29693.3546084278,-44414.3541094989,26456.7958410134,-7958.16714493503,31554.3587750417,30942.3580489572,-52428.9983486927,-19058.4677395936,10236.9442622883,-2519.78943530359,62715.0903552265,26698.6643914417,-25240.7744755423,-26845.9021283848,25580.9385144623,4747.26110256629,-13348.9040794816,33844.7806540976,-15610.0085584864,-53334.1730752954,-51904.9498227641,-29015.3897322272,9126.54773532182,-21579.7641440585,40488.8364408644,45729.3217001453,-42446.4236310132,33005.5700776114,400.956544868964,-20887.1405678319,-67204.9679748605,6286.42460529238,-2585.75358542039,6359.71810542187,-16467.5425100051,-6836.77659294908,-6393.35091716392,-19036.4796895546,-7939.84376990245,34394.4819050711,-3307.69456169888,-20637.9426673907,51490.1908103478,-757.080757181766,37161.3115349714,34086.6492045259,12252.515515858,-9665.90569795928,-834.038932318053,-24771.6960747115,-33486.2932401451,3996.00272623575,34753.6200557072,8195.72028367364,14649.2129701025,40100.3808901762,14370.6976696092,-13774.0063802346,10141.6627121197,20563.9984305774,82735.2099156821,62238.6826043832,21447.1851071419,-10732.3261248481,5864.98697954571,-10805.6196249779,-9064.89899689498,31224.5380244572,95074.1706625342,-10230.2656489591,-15309.5052079539,45421.4889996002,23184.2410602182,29963.8898222246,4923.16550287758,19526.8954037408,32778.3602272093,-8353.95204563598,22858.0849846403,30685.8307985028,61205.2442525528,-17922.4184875817,-8430.91022077227,4109.60765143678
30,-15221.9323764709,77038.1788076552,-22983.7535489138,33671.331552982,12366.6847988606,111506.874270239,34826.2905434418,58670.6051851856,14322.6637343159,38266.329687068,51138.5339194474,38148.350005247,47698.4947758209,32317.6699405076,21041.2961411827,120342.931492949,48822.4064815905,66550.4060394503,52746.7832663778,-53782.6599611672,-4380.22056280225,62868.198075243,25866.0441819733,50312.6761466996,75256.0646664628,-44828.6230566366,13484.3870476924,-53465.9776573321,-52428.9983486927,88836.146989769,32292.8321127561,-17345.5666492509,4269.55295176792,-106264.990000757,-45238.4472145416,42768.185967085,45487.9281059087,-43344.5628484657,-8043.80015619556,22618.4982034226,-57346.8882435529,26449.7331341411,90369.882853443,87948.1946476405,49163.9266131782,-15464.1011970508,36564.9384860683,-68604.6336720646,-77484.1570933395,71921.5862907804,-55924.9226047614,-679.384227781596,35391.351124795,113872.6773636,-10651.7720701368,4381.32317665107,-10775.9612088954,27902.7460576224,11584.2932246784,10832.9489351862,32255.5753711284,13453.3397630024,-58278.306784246,5604.58619342797,34969.1080530143,-87245.4233998037,1282.80416461174,-62966.446772402,-57756.7124014579,-20760.767965126,16377.9939807789,1413.20276030877,41973.3754790268,56739.4640774823,-6770.86148391481,-58886.8335641657,-13886.8991348109,-24821.7528025481,-67946.431236641,-24349.8340752634,23338.7952082256,-17184.1207688643,-34843.8163004063,-140187.253252802,-105457.760598824,-36340.2954224538,18184.945949724,-9937.68452227153,18309.135088483,15359.6430429545,-52907.1265329156,-161094.494762894,17334.2503492244,25940.5576652283,-76962.5627105513,-39283.5780110442,-50771.0733462592,-8341.85408921698,-33086.5399869653,-55539.9362746088,14155.0083969915,-38730.9363435658,-51994.3363630357,-103706.69374232,30367.9004619904,14285.4069926885,-6963.35464899112
31,-5533.32537848264,28004.1521250872,-8354.82537036994,12239.8673704142,4495.41419268187,40533.8692890603,12659.7065692072,21327.3545442848,5206.43219063734,13910.1953656115,18589.3709521574,13867.3085657348,17338.8821557531,11747.7977718289,7648.72258361511,43745.8648798251,17747.4353545783,24191.741336049,19173.9857504766,-19550.5373381789,-1592.25418981426,22853.2217398975,9402.56697857229,18289.1633530207,27356.3357269501,-16295.6549475375,4901.71019151364,-19435.4201385101,-19058.4677395936,32292.8321127561,11738.7689718551,-6305.28777626288,1552.0254011449,-38628.3916833242,-16444.6301471091,15546.6653609062,16535.3189580634,-15756.1841490887,-2924.00218598518,8222.05138196643,-20846.1701344535,9614.74377796227,32850.3605111528,31970.0525136839,17871.5813542214,-5621.35617822939,13291.7225673897,-24938.4737226871,-28166.2697134062,26144.2193304349,-20329.2713359398,-246.962993682428,12865.1117686163,41393.8624865877,-3872.02618325948,1592.65500102807,-3917.17018312948,10142.9285764436,4211.00699349963,3937.88579428502,11725.225771894,4890.42419154601,-21184.75013348,2037.32339974948,12711.6221690577,-31714.5881032038,466.312204266604,-22888.9361285801,-20995.1453340251,-7546.74777269336,5953.56538848915,513.713404130308,15257.7437617369,20625.3653463034,-2461.27618731561,-21405.955732844,-5048.02737987807,-9022.95656844882,-24699.2105233748,-8851.40936894202,8483.88658121368,-6246.60057643167,-12666.0773579737,-50959.4752478687,-38334.9556841681,-13210.0625564098,6610.41058660067,-3612.44818400565,6655.55458647082,5583.38458955358,-19232.272139094,-58559.4676260164,6301.17418748986,9429.65337849427,-27976.6649139514,-14279.9753533335,-18455.7953413265,-3032.34778567351,-12027.2897598105,-20189.3249363423,5145.48779081271,-14079.0845539109,-18900.4637400478,-37698.4252859983,11039.036973867,5192.88899067642,-2531.24938711432
32,2972.13523451074,-15041.972331364,4487.65781206781,-6574.44458603702,-2414.6382151583,-21772.1049937795,-6799.95434557757,-11455.6397038328,-2796.54990470261,-7471.63395195078,-9984.97659457148,-7448.59800877193,-9313.29698819821,-6310.13744851098,-4108.38624783608,-23497.3758960706,-9532.74465742846,-12994.1982245689,-10298.9928726413,10501.2513998144,855.253298178904,-12275.2343137757,-5050.43508204558,-9823.72499231942,-14694.008347557,8752.94455434441,-2632.87346632651,10439.4180786501,10236.9442622883,-17345.5666492509,-6305.28777626288,3386.78221173028,-833.64506225068,20748.6088602244,8832.96414643942,-8350.63704693392,-8881.67615810987,8463.17663751553,1570.5799547859,-4416.34043559558,11197.1793674286,-5164.4023798779,-17645.0339105761,-17172.1908663782,-9599.42765084101,3019.41953893044,-7139.43140295023,13395.2933139175,15129.0511426428,-14042.9398482383,10919.5356312201,132.652133199707,-6910.2843892236,-22234.036275419,2079.79554084517,-855.468587367496,2104.04390208598,-5448.10820639659,-2261.87353934054,-2115.17095383306,-6298.0132678906,-2626.81137601624,11379.0420767354,-1094.31494559047,-6827.83996100453,17034.9723361786,-250.471974406681,12294.41771358,11277.1989595236,4053.61214585543,-3197.86028323975,-275.932753709638,-8195.44753499206,-11078.5776865367,1322.03425206652,11497.8590468159,2711.46535117094,4846.53355843331,13266.7769993405,4754.38978571781,-4556.98093079294,3355.25934211712,6803.37631057501,27372.04873318,20590.9945121586,7095.56906352812,-3550.67393929512,1940.36746370981,-3574.92230053601,-2999.02372106429,10330.3004530659,31454.2603480878,-3384.57266479489,-5064.98409879005,15027.208025431,7670.25522493777,9913.22863972218,1628.77602176402,6460.2619990161,10844.3657113734,-2763.81461702745,7562.35001741563,10152.0749979451,20249.0926186616,-5929.43817702874,-2789.27539633041,1359.61921198988
33,-731.581101970327,3702.53095021028,-1104.62189246876,1618.27744553743,594.355083777325,5359.13049265569,1673.78591516361,2819.76722357475,688.361362982912,1839.11759351249,2457.76844047509,1833.44737349692,2292.4367621262,1553.21913167448,1011.26547123837,5783.80012855914,2346.45306859036,3198.47823408879,2535.06249226638,-2584.84774916653,-210.517725802096,3021.50768307632,1243.1476266122,2418.07690036606,3616.88078471186,-2154.50789324752,648.072957609098,-2569.62768491423,-2519.78943530359,4269.55295176792,1552.0254011449,-833.64506225068,205.198931129347,-5107.20035820073,-2174.20444698584,2055.48125200159,2186.19474499222,-2083.18249410423,-386.592978917369,1087.06735986763,-2756.14808016341,1271.20029405768,4343.26581197038,4226.87708533485,2362.86686337231,-743.21997463386,1757.34705223522,-3297.20644270236,-3723.96510703258,3456.62246111369,-2687.8070073441,-32.6518768924495,1700.94328471186,5472.83332559964,-511.934684524863,210.570718512523,-517.903337172812,1341.03353003899,556.752572095083,520.642223574847,1550.23480535051,646.580794447094,-2800.91297502322,269.361947095071,1680.64986570875,-4193.10120516341,61.652834945543,-3026.2296124843,-2775.84463390173,-997.783010069998,787.142564306903,67.9199202259163,2017.28187505454,2726.95467489877,-325.41428927562,-2830.1593729983,-667.418086004603,-1192.95795165878,-3265.57258366807,-1170.27707159647,1121.68554522589,-825.885813808319,-1674.62822035035,-6737.5378289951,-5068.40411598892,-1746.55048475847,873.986460334958,-477.614931798981,879.955112982926,738.199612593515,-2542.76874799831,-7742.36050228167,833.101189696335,1246.72881820096,-3698.89676591108,-1888.00755251548,-2440.10792245314,-400.91774527249,-1590.17178538151,-2669.3041841354,680.303681908165,-1861.44704823197,-2498.89915103567,-4984.24611365246,1459.5112851013,686.570767188538,-334.665700879968
34,18208.3368830052,-92152.3679050919,27492.9566827844,-40277.340159765,-14792.9157333308,-133383.507511951,-41658.8915859725,-70181.2436108934,-17132.6399228747,-45773.8350812341,-61171.4485571881,-45632.7088602776,-57056.5050619261,-38658.102466683,-25169.406821564,-143953.118692021,-58400.9180089341,-79606.9896316301,-63095.2217797026,64334.3280483084,5239.57994667303,-75202.3659986143,-30940.7264891068,-60183.5650104917,-90020.6191990631,53623.5906472826,-16129.900984499,63955.5155604782,62715.0903552265,-106264.990000757,-38628.3916833242,20748.6088602244,-5107.20035820073,127113.213286496,54113.8185727109,-51158.9145651062,-54412.2453429485,51848.371341565,9621.92049216915,-27056.0415648785,68597.825460367,-31638.9298980503,-108099.630873193,-105202.829495661,-58809.4412801246,18498.0170207579,-43738.6464211222,82064.2380179675,92685.8430689151,-86031.9465330769,66896.8831130475,812.67322613843,-42334.8119073956,-136213.459626924,12741.5527448955,-5240.89888331751,12890.1066616913,-33377.010724569,-13857.026057513,-12958.2748608947,-38583.8255082852,-16092.7625052996,69711.9798363405,-6704.1549637626,-41829.7285902879,104362.180929118,-1534.47865924549,75319.8901954077,69088.0533857953,24833.8415721274,-19591.2072458564,-1690.46027188177,-50208.1694976087,-67871.2302047089,8099.24284500522,70439.8940286433,16611.3822774433,29691.554651372,81276.9022589456,29127.0497675452,-27917.6542822983,20555.4887683891,41679.8557368468,167690.715659451,126147.612827319,43469.9304342449,-21752.6667352455,11887.3677233152,-21901.2206520418,-18373.0651281255,63287.0229348933,192699.767552137,-20735.0724051898,-31029.8588391842,92061.9166183699,46990.6582623212,60731.895565994,9978.44989248021,39577.8178141769,66436.3659709791,-16932.0921351999,46329.5933325764,62195.1516464386,124053.002600489,-36325.805972979,-17088.0737478362,8329.50141603941
35,7751.53591922,-39230.5126188768,11704.1244689992,-17146.6098735499,-6297.54482211573,-56783.1678507364,-17734.7550497572,-29877.1070746788,-7293.59713665991,-19486.5422950192,-26041.5151459732,-19426.4629490626,-24289.7279007111,-16457.2784304682,-10714.957785349,-61282.7946558055,-24862.0627227191,-33889.774970415,-26860.4914934875,27387.9958345234,2230.56023288808,-32014.6669623995,-13171.8868278918,-25620.9597242767,-38322.9982878478,22828.2896834978,-6866.71757328393,27226.7302216927,26698.6643914417,-45238.4472145416,-16444.6301471091,8832.96414643942,-2174.20444698584,54113.8185727109,23036.9863589262,-21779.0436538912,-23164.0306817337,22072.5547527801,4096.18202838404,-11518.1237786639,29203.024496582,-13469.1214868353,-46019.4787119776,-44786.2710844464,-25035.9766189095,7874.85668197292,-18620.1348849075,34935.8589291822,39457.6202301297,-36624.9662468621,28478.9102742625,345.966012353388,-18022.5034961808,-57987.9168407094,5424.2517811101,-2231.12172210265,5487.4931979063,-14209.046063354,-5899.12389629798,-5516.51332467947,-16425.6577220702,-6850.9072190847,29677.3351225555,-2854.04967754781,-17807.4826790729,44428.3955903322,-653.248373030695,32064.6986066224,29411.7211720104,10572.1031083424,-8340.24258464153,-719.651860666982,-21374.2985863938,-28893.703043494,3447.95750622018,29987.2180648583,7071.69068865804,12640.0974375869,34600.6794201606,12399.7800537603,-11884.9239960835,8750.75030460408,17743.6797730619,71388.2115706665,53702.7493635342,18505.7388454596,-9260.40519903036,5060.61363453013,-9323.64661582676,-7821.66296691055,26942.1438461083,82034.904088352,-8827.2014939746,-13209.8316779695,39192.0062795846,20004.5604235359,25854.391477209,4247.96142869537,16848.8137253919,28282.8618821937,-7208.22122398488,19723.1361187914,26477.319432654,52811.0453867039,-15464.3881867639,-7274.62471162117,3545.98170225456
36,-7328.26058665373,37088.3167433049,-11065.0166549299,16210.313238632,5953.66518242746,53682.5030913057,16766.3425415917,28245.6571833358,6895.32771163288,18422.4728310515,24619.5090946808,18365.6741388137,22963.3788052208,15558.6229803245,10129.8637643329,57936.4261994317,23504.4610839072,32039.2119438501,25393.7649520277,-25892.4647338499,-2108.75971048532,30266.4948650597,12452.6313363734,24221.9182490162,36230.357550029,-21581.7429334862,6491.75805625922,-25740.0050862645,-25240.7744755423,42768.185967085,15546.6653609062,-8350.63704693392,2055.48125200159,-51158.9145651062,-21779.0436538912,20589.7913506517,21899.1506769756,-20867.2751732319,-3872.50857471181,10889.1725974064,-27608.3831204023,12733.6353927078,43506.5689661761,42340.7010728738,23668.8783509114,-7444.84737598376,17603.3759008852,-33028.1741218304,-37303.0230639384,34625.0471430971,-26923.8094086941,-327.074417131284,17038.3783833619,54821.4663409165,-5128.05861365283,2109.29053938475,-5187.84671074499,13433.1561286892,5577.00017074522,5215.2821833362,15528.7289317784,6476.81103198601,-28056.7938485954,2698.20329574503,16835.0988532477,-42002.3674954026,617.577516928829,-30313.7945138345,-27805.6838408073,-9994.80971697553,7884.82071851248,680.355018875865,20207.1475292602,27315.9522735489,-3259.68057951446,-28349.7555243483,-6685.53854291029,-11949.8804918976,-32711.2972072403,-11722.6857229464,11235.9435605425,-8272.91252071384,-16774.7799272558,-67490.0332859008,-50770.2919340058,-17495.2264972197,8754.73753120739,-4784.27705537116,8814.52562829974,7394.55832235471,-25470.9586493483,-77555.3594314095,8345.18906612437,12488.5041946287,-37051.9130561502,-18912.2043983101,-24442.6033793587,-4016.00000773343,-15928.7783533982,-26738.4663077079,6814.6137805583,-18646.1473662486,-25031.5161357188,-49927.2797650026,14619.9498559737,6877.39128250534,-3352.35213000758
37,-7794.2840728297,39446.860965462,-11768.6703494392,17241.1699607892,6332.27450875141,57096.3155426293,17832.5586387489,30041.8732804929,7333.81985045682,19594.006636542,26185.1288376712,19533.5959651376,24423.680839878,16548.0369941483,10774.0486114902,61620.7568799219,24999.171972731,34076.6702285072,27008.6216741848,-27539.0350950257,-2242.86132166131,32191.2213788834,13244.5271210306,25762.25413784,38534.3418763527,-22954.1830863288,6904.58613258317,-27376.8801349403,-26845.9021283848,45487.9281059087,16535.3189580634,-8881.67615810987,2186.19474499222,-54412.2453429485,-23164.0306817337,21899.1506769756,23291.7756282994,-22194.2804302411,-4118.77164422114,11581.6439028969,-29364.0732732448,13543.4009690317,46273.2668341664,45033.2583158641,25174.0449689019,-7918.28492465972,18722.8211647091,-35128.5231288395,-39675.2210292808,36826.9455319208,-28635.9657073699,-347.873944973961,18121.8939596857,58307.7084797401,-5454.16543316215,2243.42590737539,-5517.75561358763,14287.406080013,5931.65637206917,5546.9357804935,16516.2419039357,6888.68858747662,-29840.9996264379,2869.78918456899,17905.6873462383,-44673.409210745,656.850905752805,-32241.5289375103,-29573.9208686497,-10630.4061198181,8386.23733650307,723.62059519984,21492.1735222507,29053.0459748727,-3466.97229485712,-30152.5915105241,-7110.68963325293,-12709.8050197402,-34791.4951725827,-12468.1623341223,11950.4669493664,-8799.00892355646,-17841.5325800984,-71781.9031262429,-53998.9091701815,-18607.794254229,9311.47446169799,-5088.52189571381,9375.06464212367,7864.79785701197,-27090.7243230242,-82487.3100009183,8875.88172578164,13282.6812292859,-39408.1422714927,-20114.8815303193,-25996.9732197012,-4271.38807724274,-16941.7315270741,-28438.8361480504,7247.97310688225,-19831.9052274245,-26623.3364968946,-53102.2876261782,15549.6711614643,7314.74279632929,-3565.53707451689
38,7427.0218477961,-37588.1473500232,11214.1373072976,-16428.7758546962,-6033.90134145636,-54405.9696825772,-16992.2986350701,-28626.3173266584,-6988.25443725055,-18670.748206721,-24951.3004847583,-18613.1840517366,-23272.8509131073,-15768.3029185589,-10266.3815789952,-58717.2219216742,-23821.2252316431,-32470.9969411447,-25735.9908079671,26241.4114505996,2137.17897396416,-30674.3893671569,-12620.4525486214,-24548.3513998674,-36718.6256405218,21872.5950565184,-6579.24596762456,26086.8971398522,25580.9385144623,-43344.5628484657,-15756.1841490887,8463.17663751553,-2083.18249410423,51848.371341565,22072.5547527801,-20867.2751732319,-22194.2804302411,21148.4985806618,3924.69747084901,-11035.9234403657,27980.4548696027,-12905.2436311759,-44092.8968632629,-42911.3168398983,-23987.8583118613,7545.17985013236,-17840.6124979981,33473.2871320639,37805.7472177337,-35091.6808391195,27286.655317422,331.482322873899,-17268.0006405215,-55560.2824746336,5197.16826524173,-2137.71695672104,5257.7621125935,-13614.1916451946,-5652.1601031386,-5285.56732665897,-15738.0059948831,-6564.09750578645,28434.9087247428,-2734.56635313843,-17061.9815595247,42568.4236196029,-625.900465287971,30722.326462282,28180.4145658643,10129.5074396963,-7991.08261092661,-689.524005007593,-20479.4745501789,-27684.0830003347,3303.6105354907,28731.8185767678,6775.6379887619,12110.9262481075,33152.139741098,11880.6696281697,-11387.3677550075,8384.40463595796,17000.8497294158,68399.5807457707,51454.5113337772,17731.0055900079,-8872.72308989877,4848.75364296733,-8933.31693725073,-7494.21306264008,25814.2248267678,78600.5549474839,-8457.65523553746,-12656.8088570324,37551.2530588552,19167.0797722509,24772.010652313,4070.12270449368,16143.4467893847,27098.814390631,-6906.45274332551,18897.4371515342,25368.8600487302,50600.1380861135,-14816.9795151324,-6970.07628304513,3397.5309988862
39,1378.29235256631,-6975.5356994198,2081.09791623453,-3048.82045409265,-1119.75974293609,-10096.5546465576,-3153.39792196651,-5312.41661355524,-1296.86674498045,-3464.88134778423,-4630.41409457163,-3454.19870321648,-4318.93066875388,-2926.25116378888,-1905.2152408917,-10896.6285002376,-4420.69691437304,-6025.90482179129,-4776.0354073637,4869.83039287006,396.613541234487,-5692.49386238704,-2342.07917926787,-4555.63558259734,-6814.17154200162,4059.07389462236,-1220.96374410431,4841.15592587245,4747.26110256629,-8043.80015619556,-2924.00218598518,1570.5799547859,-386.592978917369,9621.92049216915,4096.18202838404,-3872.50857471181,-4118.77164422114,3924.69747084901,728.337767285916,-2048.02533142903,5192.55870770651,-2394.93015765573,-8182.67453557634,-7963.39919971183,-4451.62035917446,1400.21988615272,-3310.82636822814,6211.90789725096,7015.91746208743,-6512.24627184967,5063.8047284425,61.5158484774871,-3204.5621670015,-10310.7697823638,964.48043667848,-396.713379034188,975.725325697124,-2526.49535917443,-1048.91694211833,-980.885363555271,-2920.62871927957,-1218.15252184962,5276.8953753467,-507.475535868292,-3166.32954433797,7899.76573895659,-116.15339801782,5701.38993580234,5229.66684146819,1879.81440279994,-1482.96965823981,-127.960531487446,-3800.54128499218,-5137.55858931463,613.077654844315,5331.99533153829,1257.40979561539,2247.52227371116,6152.30998545185,2204.79169544012,-2113.24568773747,1555.96159906162,3154.98481751957,12693.4619276248,9548.82871354772,3290.48573019485,-1646.58279346181,899.822324820955,-1657.82768248049,-1390.76156828655,4790.55392528829,14586.5389939216,-1569.55530368378,-2348.82611267905,6968.68892820892,3556.98959993784,4597.14183416678,755.325500930741,2995.86963790509,5028.9455724846,-1281.68614480525,3506.94984380463,4707.90399100085,9390.27577838414,-2749.70640619546,-1293.49327827488,630.507232823262
40,-3875.64366281532,19614.6272435316,-5851.87455748036,8573.02998885895,3148.67142918228,28390.67340056,8867.09314598519,14938.074454396,3646.68161463778,9742.95867850062,13020.3399942132,9712.91996890173,12144.4744616977,8228.37532082926,5357.30707705992,30640.4146510469,12430.6326952451,16944.3440586602,13429.8150355878,-13693.5587475113,-1115.24434914706,16006.820122231,6585.73220118373,12810.0690270208,19160.8846301166,-11413.7787874256,3433.24867801404,-13612.9285270091,-13348.9040794816,22618.4982034226,8222.05138196643,-4416.34043559558,1087.06735986763,-27056.0415648785,-11518.1237786639,10889.1725974064,11581.6439028969,-11035.9234403657,-2048.02533142903,5758.87719485573,-14601.0439743415,6734.34476446258,23009.0014282083,22392.4173890727,12517.5868546104,-3937.30206672877,9309.76886638998,-17467.3692639638,-19728.1774074607,18311.8958377683,-14238.9984744388,-172.977458570794,9010.96275511662,28993.0285772541,-2712.0389120366,1115.52508475079,-2743.65860635111,7104.29518794388,2949.46735500004,2758.16820439653,8212.56547367204,3425.34375443533,-14838.1916817013,1426.97907374998,8903.45579444689,-22213.4853805914,326.613711600473,-16031.8351420791,-14705.3889655798,-5285.88202924825,4169.98755554512,359.814390630844,10686.8065537927,14446.3882078035,-1723.92346470393,-14993.128183843,-3535.73194893296,-6319.84603333701,-17299.7848840961,-6199.69119494134,5942.27142188072,-4375.23483298658,-8871.55536452851,-35692.9610669228,-26850.5135518335,-9252.57268102006,4630.05410782325,-2530.22566972728,4661.67380213786,3910.7060621651,-13470.6399025931,-41016.1366047925,4413.45920176799,6604.70401777241,-19595.3746913392,-10001.9594362771,-12926.7811603812,-2123.91259778407,-8424.13668997636,-14140.9774220636,3603.99502731311,-9861.2517965768,-13238.2351493803,-26404.675861997,7731.94612008952,3637.19570634349,-1772.93399089156
41,9826.29801520918,-49730.8807312213,14836.8292733218,-21736.0404858943,-7983.13428862669,-71981.6479422476,-22481.6075371017,-37873.9595620232,-9245.78816567083,-24702.2749906969,-33011.7400291509,-24626.1149155736,-30791.0725755555,-20862.2038344792,-13582.9040226933,-77685.6367264835,-31516.5975017301,-42960.6508952595,-34049.922105832,34718.6173055127,2827.58795387717,-40583.6548664106,-16697.4502527361,-32478.6195032878,-48580.462754359,28938.4684461537,-8704.6507897949,34514.1876301821,33844.7806540976,-57346.8882435529,-20846.1701344535,11197.1793674286,-2756.14808016341,68597.825460367,29203.024496582,-27608.3831204023,-29364.0732732448,27980.4548696027,5192.55870770651,-14601.0439743415,37019.453259238,-17074.2422033463,-58336.9692201555,-56773.6834676242,-31737.0608770872,9982.62659046205,-23603.9665389184,44286.7277960049,50018.7755552858,-46427.9385258732,36101.5239327518,438.566650009153,-22846.3742126918,-73508.8578697207,6876.09721043263,-2828.29973028021,6956.26571056209,-18012.213654865,-7478.07273780894,-6993.05331202379,-20822.1195844146,-8684.60866476231,37620.7170102115,-3617.9594565587,-22573.8013122506,56320.0196654883,-828.09565204157,40647.0778901118,37284.0093096663,13401.8131209982,-10572.5768428191,-912.272577177857,-27095.3047195715,-36627.3393850051,4370.83158137596,38013.5426608476,8964.4866388139,16023.3230752428,43861.8347453166,15718.6827747494,-15066.0212750945,11092.9603172599,22492.9210357177,90495.8512708227,68076.7302095237,23458.9514622822,-11739.028519708,6415.12833468593,-11819.1970198377,-9915.19514175484,34153.4293795976,103992.218267675,-11189.874293819,-16745.5513528138,49682.0678547406,25358.9449153585,32774.5311773649,5384.96310801778,21358.5367588811,35853.0015823497,-9137.56069049585,25002.1950897806,33564.1909036431,66946.3543576933,-19603.5583824416,-9221.73761563214,4495.09275657698
